Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower
2020-01-02,6785.84765625,6794.706465200718,6701.688971218179,6728.265398070333,1704325.0,,,6785.84765625,6785.84765625,,6785.84765625,6785.84765625,0.0,,
2020-01-03,6821.2822265625,6821.2822265625,6715.791470659677,6754.841165914164,1090818.0,,,6789.222377232142,6787.237247242648,,6791.2991286057695,6788.472439236111,2.8266893696581974,,
2020-01-06,6753.068359375,6803.563557654467,6684.855547664141,6793.818870267201,1348181.0,,,6785.779137436224,6785.897290855681,,6785.417471801035,6785.849914801955,-0.43244300091919285,,
2020-01-07,6772.55859375,6790.276209430183,6699.916369461249,6739.781004741661,1308820.0,,,6784.520038037536,6785.374204694674,,6783.439182870106,6784.865372501809,-1.4261896317029823,,
2020-01-08,6755.7275390625,6793.820416610321,6714.091138021858,6747.754611203653,1256533.0,,,6781.777895278009,6784.211590356157,,6779.175853053552,6782.707014469268,-3.5311614157162694,,
2020-01-09,6804.4501953125,6835.456022266795,6767.243202967346,6769.900845277714,1406067.0,,,6783.937161947961,6785.005261138759,,6783.064213401081,6784.317620457656,-1.2534070565743605,,
2020-01-10,6772.55859375,6836.3420101986585,6739.781004741661,6812.423229030412,1020795.0,,,6782.853488786251,6784.517156535278,,6781.447964223991,6783.446581442274,-1.9986172182825612,,
2020-01-13,6776.98779296875,6835.455922947303,6730.036112834457,6768.128985396242,1481130.0,,,6782.294851089347,6784.221887375807,,6780.761784030878,6782.968152666457,-2.2063686355795653,,
2020-01-14,6813.30908203125,6824.825532176407,6715.86219618761,6784.075016278158,1511807.0,,,6785.248587369528,6785.36256167602,,6785.769060646319,6785.215628915701,0.5534317306182857,,
2020-01-15,6941.76171875,6944.215625787037,6824.791717425605,6827.483099337194,1744555.0,,,6800.154599881954,6791.495861953432,,6809.767931123808,6796.811635570093,12.956295553714881,,
2020-01-16,6827.48388671875,6934.675472328321,6813.309792753847,6930.246067964289,1575748.0,,,6802.757389104506,6792.9071570422675,,6812.4934627538,6799.083654173698,13.409808580101526,,
2020-01-17,6978.96923828125,7040.980896910304,6814.195402495478,6855.8318018607,2203482.0,,,6819.539469978482,6800.2037092477185,,6838.105120527253,6812.408512255739,25.69660827151438,,
2020-01-20,6942.64794921875,7039.208958082453,6928.252385970721,7003.77372547192,527323.0,,,6831.264087048983,6805.789757874034,,6854.188632633637,6822.055877956703,32.13275467693438,,
