Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower
2020-01-02,458.9109497070313,461.1473016018883,453.9756222111558,454.2069575978465,17220449.0,,,458.9109497070313,458.9109497070313,,458.9109497070313,458.9109497070313,0.0,,
2020-01-03,458.3712463378906,464.2520138983268,452.5104823487599,456.9060435738013,16976787.0,,,458.8595493861608,458.8897848690258,,458.8279184194712,458.8709716796875,-0.04305326021631117,,
2020-01-06,451.2765808105469,456.86741324839545,447.88350505586186,454.9780880456099,18984368.0,,,458.137361902769,458.5912278471247,,457.66617417194436,458.3084242078993,-0.6422500359549304,,
2020-01-07,449.888671875,453.4359410220888,449.27171457356377,453.3588448930262,14960529.0,,,457.35177237631484,458.2499511423355,,456.46963535702986,457.68473884990675,-1.2151034928768922,,
2020-01-08,448.2691040039063,449.27158873710334,444.4133572860553,447.6521939424943,20405597.0,,,456.48675634084736,457.85854537220104,,455.208015148857,456.98728441686967,-1.7792692680126834,,
2020-01-09,453.5130004882813,455.0552994827216,451.0144836480448,451.89360537101095,17121609.0,,,456.20354149774585,457.6881318473414,,454.9472436626146,456.7299300517891,-1.7826863891745006,,
2020-01-10,450.81390380859375,454.9241431380269,450.81390380859375,453.8985012949809,12736356.0,,,455.6902426702075,457.4185542771945,,454.31134522353443,456.29170588562647,-1.980360662092039,,
2020-01-13,455.5950927734375,457.5229664285953,450.8139566952007,456.5204815413588,19403997.0,,,455.681180775277,457.34704598292956,,454.50884484659645,456.2401049143532,-1.7312600677567502,,
2020-01-14,455.28656005859375,458.602492595178,453.3586868318335,456.2890447230656,19490727.0,,,455.6435978498786,457.2662426133478,,454.6284933407499,456.16947196207474,-1.5409786213248253,,
2020-01-15,454.8239135742188,456.85204029222064,451.5850766318688,454.9781528699925,19759603.0,,,455.5655326807681,457.1704650039702,,454.6585579920528,456.0698009703817,-1.4112429783289144,,
2020-01-16,455.6721801757813,456.7517610501686,452.4333434181748,454.20697755034286,23021631.0,,,455.57568958505504,457.1117087361981,,454.8144998664726,456.0403475781891,-1.225847711716483,,
2020-01-17,458.0626831054688,461.7102042242433,455.7492352109967,456.366145236079,26308573.0,,,455.81254611080874,457.14900184871857,,455.31422036477977,456.19015020983943,-0.8759298450596589,,
2020-01-20,456.8289489746094,460.1448821668953,456.0577995314161,458.5254400958533,8809260.0,,,455.9093463835516,457.13645075561624,,455.54725553552277,456.23746863685943,-0.690213101336667,,
2020-01-21,451.5850524902344,453.53608298966014,445.4158575268857,452.4333450380282,22908044.0,,,455.4975088699024,456.9187488628562,39.1800345258109,454.9376858362476,455.89284521859094,-0.9551593823433109,,
2020-01-22,448.1920776367188,453.20454914988335,446.572635522898,452.0478249545377,27327599.0,,,454.80175351436105,456.57652646183124,35.61093194897812,453.8998999593971,455.3224179903041,-1.4225180309069856,,
2020-01-23,441.8686218261719,448.80896667160914,441.09747239890106,446.4955183897967,21430604.0,,,453.57002668691445,455.9997458878838,30.824429191684075,452.04893409274706,454.3258404966646,-2.2769064039175646,,
2020-01-24,446.803955078125,451.7392827093971,443.1571867663197,443.87354987558246,21990105.0,,,452.92563891464874,455.6391266404423,44.52836303005911,451.24201424434364,453.768663798995,-2.526649554651385,,
