Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower
2020-01-02,2193.15625,2203.567864663093,2155.540093797856,2162.928981623277,2320801.0,,,2193.15625,2193.15625,,2193.15625,2193.15625,0.0,,
2020-01-03,2251.59521484375,2259.3199597634107,2184.7298595536863,2188.453821587392,5176894.0,,,2198.7218656994046,2195.4479741115197,,2202.1468599759614,2197.4850622106483,4.6617977653131675,,
2020-01-06,2250.251953125,2250.251953125,2229.7645845965485,2239.5044811100747,4227582.0,,,2203.6294930732706,2197.597149759107,,2209.547643537352,2201.3937207968966,8.153922740455528,,
2020-01-07,2287.868408203125,2299.0914625889823,2248.2370998989604,2256.9694220676747,2965723.0,,,2211.6522468951616,2201.137199109853,,2221.596991947471,2207.799253197358,13.797738750112785,,
2020-01-08,2330.522705078125,2352.3535129510287,2284.1742206710373,2293.914119568178,4513672.0,,,2222.9732429125866,2206.211140520373,,2238.354793967572,2216.8898792626,21.46491470497176,,
2020-01-09,2323.469482421875,2344.2927128223023,2323.469482421875,2337.2396831705446,4757072.0,,,2232.5443133420426,2210.8095068694515,,2251.44936142208,2224.7846646818057,26.664696740274394,,
2020-01-10,2338.9189453125,2351.345711679037,2327.499754597304,2343.28510646831,2611946.0,,,2242.6752306725625,2215.8334064162377,,2264.906220482145,2233.239055839635,31.66716464250976,,
2020-01-13,2347.6513671875,2351.345811399097,2327.499853306062,2345.6362157993563,3094591.0,,,2252.6729579596995,2221.0027382111894,,2277.6362430521995,2241.714041865403,35.92220118679643,,
2020-01-14,2339.590576171875,2354.704210384872,2321.454215116279,2347.98703962354,3998616.0,,,2260.950826360859,2225.653241660628,,2287.167678916765,2248.9641555177345,38.20352339903047,,
2020-01-15,2355.711669921875,2355.711669921875,2321.789959248634,2328.171271157462,3515782.0,,,2269.9756686047654,2230.753572180677,,2297.7129083021664,2256.87137880693,40.8415294952365,,
2020-01-16,2326.156005859375,2353.817266415748,2315.072675193282,2343.284789616064,3774837.0,,,2275.326176914728,2234.4948440896455,,2302.0887694648136,2262.0035734034072,40.08519606140635,,
