Price,Close,High,Low,Open,Volume
Ticker,LSEG.L,LSEG.L,LSEG.L,LSEG.L,LSEG.L
Date,,,,,
2020-01-02,7242.88427734375,7351.997858664773,7218.427784978693,7286.153456143466,448320
2020-01-03,7184.5654296875,7203.378117379795,7130.008635379844,7201.496848610565,395569
2020-01-06,7054.7578125,7205.2593125,7049.11400625,7126.246025,434347
2020-01-07,6998.3193359375,7111.007143677562,6983.269186827957,7101.789111065608,676227
2020-01-08,7094.26416015625,7094.26416015625,6919.007173243362,6970.100427838479,524342
2020-01-09,7304.9658203125,7316.253431675332,7128.620316766446,7139.414186990971,933950
2020-01-10,7197.73388671875,7368.929334625547,7195.852618060434,7318.135080851003,955734
2020-01-13,7116.83935546875,7368.929356429049,7101.789206157688,7242.8843559489,343297
2020-01-14,7098.02734375,7173.278097460575,7054.758160366419,7114.958763334879,559280
2020-01-15,7192.0908203125,7192.0908203125,7071.68961379929,7111.196259686437,529345
2020-01-16,7192.0908203125,7289.916800604482,7133.0379931449015,7257.935230124411,500852
2020-01-17,7186.4462890625,7248.528154910423,7130.008229200753,7237.240542938073,803520
2020-01-20,7171.396484375,7286.15387827502,7150.702528097948,7175.159021879919,1786183
2020-01-21,7250.40966796875,7250.40966796875,7116.839588460244,7148.821156793267,566666
2020-01-22,7511.9052734375,7511.9052734375,7254.171483690208,7257.934020766811,831761
2020-01-23,7447.9423828125,7515.6680523707855,7415.960816632199,7515.6680523707855,503886
2020-01-24,7478.04248046875,7666.16933532331,7478.04248046875,7523.192925633844,859100
2020-01-27,7306.84814453125,7474.281070603156,7306.84814453125,7431.011887460978,862804
2020-01-28,7272.98486328125,7385.860986353386,7227.834414052396,7338.829268406662,734967
2020-01-29,7327.54150390625,7338.82911597902,7252.290756754453,7318.135160512275,523582
2020-01-30,7359.5234375,7387.742469085506,7261.697461336912,7276.747611515848,478177
2020-01-31,7370.81005859375,7487.448706789975,7333.184688207871,7383.978938228808,1553884
2020-02-03,7453.5859375,7521.311604776628,7355.759973655981,7376.453927546062,430351
2020-02-04,7551.412109375,7600.325092644494,7478.0426344707585,7506.261663280082,658119
2020-02-05,7653.00048828125,7677.456979517154,7500.617735196004,7500.617735196004,897754
2020-02-06,7681.2197265625,7694.388606818668,7590.918833377342,7677.457189346452,368893
2020-02-07,7709.4384765625,7763.99526421997,7669.9318372243315,7711.3197451024125,564351
2020-02-10,7681.2197265625,7758.351739491489,7624.781668321776,7758.351739491489,421263
2020-02-11,7711.32080078125,7737.658563945665,7669.93288723717,7730.133488755832,373671
2020-02-12,7780.92724609375,7780.92724609375,7649.238438737231,7752.708215945924,457773
2020-02-13,7737.658203125,7788.452458287746,7645.476036348165,7780.92738344882,485402
2020-02-14,7732.01416015625,7737.657966112568,7664.288488680429,7703.795130374658,289815
2020-02-17,7807.2646484375,7827.958602927334,7707.557413168298,7780.926888177711,287860
2020-02-18,7854.29638671875,7884.396684248691,7686.8634817084585,7745.182808172717,403726
2020-02-19,8034.89892578125,8057.474151046849,7841.128242251521,7891.922499099121,565408
2020-02-20,7916.37744140625,8115.791892164108,7916.377441406251,8072.522718886459,513621
2020-02-21,7922.02197265625,8031.135550052133,7882.515332564638,7916.378166928877,536929
2020-02-24,7807.2646484375,7886.277929216867,7671.813309958584,7882.5153920368975,607682
2020-02-25,7592.80029296875,7921.053197091765,7579.631412381342,7848.652830095546,717861
2020-02-26,7596.56298828125,7596.56298828125,7126.245814663045,7438.536417945533,1452302
2020-02-27,7346.35400390625,7589.037657300336,7276.747064560659,7493.092957121278,912420
2020-02-28,7126.24609375,7316.254239333091,6979.507129834345,7271.103788897505,1682184
2020-03-02,7419.7236328125,7481.805498908548,6670.978702320772,7359.523035386029,1357178
2020-03-03,7397.14892578125,7609.7323003014135,7397.14892578125,7440.418108205708,1015854
2020-03-04,7519.43115234375,7519.43115234375,7344.4731595571675,7440.417865278842,731097
2020-03-05,7553.29443359375,7637.951531853207,7395.267850176097,7613.495036800475,1248337
2020-03-06,7141.2958984375,7466.755379583361,7088.620375477476,7415.9611253004805,1402046
2020-03-09,6815.83642578125,6973.862994858155,6644.6409759479375,6962.575382781233,1041945
2020-03-10,6618.3037109375,7045.351733218004,6618.3037109375,6896.731496389106,1286034
2020-03-11,6618.3037109375,6885.443883465392,6579.411141977248,6885.443883465392,1140720
2020-03-12,5978.671875,6345.519268211139,5773.613588538389,6307.893894548458,1507581
2020-03-13,6390.669921875,6648.403739742787,6095.310729136002,6191.255435057587,2750753
2020-03-16,5937.28369140625,5989.959212115811,5393.5970669397075,5878.964364906378,1551094
2020-03-17,5807.47607421875,6161.15456529524,5574.198771593831,6117.8853881954565,1603410
2020-03-18,5461.32275390625,5658.855957199449,4985.361797399781,5640.043271171525,1433639
2020-03-19,5576.080078125,5811.23865092042,5395.478294218117,5472.610306095015,2817216
2020-03-20,5850.74560546875,6131.0546392998895,5715.294260261756,5848.864336785319,2571748
2020-03-23,5880.845703125,6003.128163362724,5472.610412792907,5651.330931601888,1795019
2020-03-24,6492.25830078125,6678.503902571266,5916.590077066657,6020.059855838887,1204259
2020-03-25,6930.59375,7306.847482356135,6526.120987717155,6686.028823968512,1139173
2020-03-26,6891.08740234375,7058.520320391414,6640.878659643308,6740.585902975063,1262569
2020-03-27,6535.52685546875,6821.479671252068,6390.6691790522,6729.297513532446,1474337
2020-03-30,6887.3251953125,6898.61280830673,6317.300739103899,6482.852396352602,763192
2020-03-31,6847.818359375,7642.721935183268,6358.6884765625,6857.22470327524,993473
2020-04-01,6650.28466796875,6759.3982495082655,6456.5139973037485,6625.8281755547205,812461
2020-04-02,6336.11181640625,6718.0092922763415,6110.359613921467,6695.434072027863,1281215
2020-04-03,6772.56689453125,6793.260848931206,6304.131017659505,6398.194446750217,705400
2020-04-06,6644.64111328125,7086.080634329016,6400.076179893208,6896.73112154277,1247490
2020-04-07,6753.75439453125,6985.150436460873,6590.084023410298,6842.174020309236,1015501
2020-04-08,6702.96044921875,6804.548960096609,6558.102757781802,6674.741418419345,816251
