Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower
2020-01-02,7242.88427734375,7351.997858664773,7218.427784978693,7286.153456143466,448320.0,,,7242.88427734375,7242.88427734375,,7242.88427734375,7242.88427734375,0.0,,
2020-01-03,7184.5654296875,7203.378117379795,7130.008635379844,7201.496848610565,395569.0,,,7237.330101376488,7240.597263710172,,7233.912146935097,7238.5643627025465,-4.6522157674498885,,
2020-01-06,7054.7578125,7205.2593125,7049.11400625,7126.246025,434347.0,,,7219.9422643406315,7233.309442094087,,7206.349941637389,7224.949062687543,-18.59912105015428,,
2020-01-07,6998.3193359375,7111.007143677562,6983.269186827957,7101.789111065608,676227.0,,,7198.835318778429,7224.094143813437,,7174.345233068176,7208.161675520873,-33.81644245269763,,
2020-01-08,7094.26416015625,7094.26416015625,6919.007173243362,6970.100427838479,524342.0,,,7188.876160814412,7219.002771905312,,7162.025068004803,7199.724822530901,-37.69975452609833,,
2020-01-09,7304.9658203125,7316.253431675332,7128.620316766446,7139.414186990971,933950.0,,,7199.932318861849,7222.373871842849,,7184.015952975218,7207.520451996204,-23.50449902098626,,
2020-01-10,7197.73388671875,7368.929334625547,7195.852618060434,7318.135080851003,955734.0,,,7199.72294437203,7221.4075979164145,,7186.126404320376,7206.795521234912,-20.669116914535152,,
2020-01-13,7116.83935546875,7368.929356429049,7101.789206157688,7242.8843559489,343297.0,,,7191.829269238384,7217.30688252631,,7175.466858343203,7200.132101548529,-24.665243205326078,,
2020-01-14,7098.02734375,7173.278097460575,7054.758160366419,7114.958763334879,559280.0,,,7182.895752525204,7212.629253554691,,7163.553086867326,7192.5687861560455,-29.01569928871959,,
2020-01-15,7192.0908203125,7192.0908203125,7071.68961379929,7111.196259686437,529345.0,,,7183.771473266852,7211.823824800095,,7167.943507397353,7192.533381278746,-24.589873881393032,,
2020-01-16,7192.0908203125,7289.916800604482,7133.0379931449015,7257.935230124411,500852.0,,,7184.563792033104,7211.049981486856,,7171.658478615068,7192.50059898495,-20.84212036988174,,
2020-01-17,7186.4462890625,7248.528154910423,7130.008229200753,7237.240542938073,803520.0,,,7184.743077464475,7210.085130803549,,7173.933526376211,7192.052131583287,-18.118605207075234,,
2020-01-20,7171.396484375,7286.15387827502,7150.702528097948,7175.159021879919,1786183.0,,,7183.471973360716,7208.567928982821,,7173.543212222178,7190.522083641932,-16.978871419753887,,
2020-01-21,7250.40966796875,7250.40966796875,7116.839588460244,7148.821156793267,566666.0,,,7189.846991894814,7210.208781492073,50.39527394751771,7185.368820798574,7194.958200999474,-9.58938020089954,,
2020-01-22,7511.9052734375,7511.9052734375,7254.171483690208,7257.934020766811,831761.0,,,7220.519209184594,7222.040016470325,61.085270194847084,7235.60519812764,7218.4357619208095,17.16943620683014,,
2020-01-23,7447.9423828125,7515.6680523707855,7415.960816632199,7515.6680523707855,503886.0,,,7242.178559053918,7230.89893279747,60.802455784503636,7268.272457309926,7235.436252357231,32.83620495269497,,
2020-01-24,7478.04248046875,7666.16933532331,7478.04248046875,7523.192925633844,859100.0,,,7264.6417896648545,7240.590836627715,68.90755899294854,7300.54476856513,7253.407084069196,47.13768449593408,,
2020-01-27,7306.84814453125,7474.281070603156,7306.84814453125,7431.011887460978,862804.0,,,7268.661442509274,7243.189162427854,62.50006429392412,7301.514518713764,7257.365681140459,44.14883757330517,,
2020-01-28,7272.98486328125,7385.860986353386,7227.834414052396,7338.829268406662,734967.0,,,7269.0731968685095,7244.35762128485,57.624425491352795,7297.125340954915,7258.522657595332,38.60268335958335,,
2020-01-29,7327.54150390625,7338.82911597902,7252.290756754453,7318.135160512275,523582.0,,,7274.64160706258,7247.619734328827,51.11113674564185,7301.804750639736,7263.635164729474,38.16958591026196,,
2020-01-30,7359.5234375,7387.742469085506,7261.697461336912,7276.747611515848,478177.0,,,7282.725590913763,7252.008114845344,58.60004204701478,7310.684548618238,7270.737999749513,39.946548868725586,,
