Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower
2020-01-02,3336.687255859375,3354.0101655053923,3324.5243618525974,3331.1586676744764,1333330.0,,,3336.687255859375,3336.687255859375,,3336.687255859375,3336.687255859375,0.0,,
2020-01-03,3320.100830078125,3330.420859301281,3277.3464232964798,3309.780800854969,1654325.0,,,3335.107596261161,3336.0368077895223,,3334.135498046875,3335.4586317274307,-1.3231336805556566,,
2020-01-06,3265.552001953125,3303.883537867699,3262.603422267389,3300.1978132605286,3030142.0,,,3328.48325394611,3333.272697756722,,3323.584190955529,3330.2803628552597,-6.696171899730871,,
2020-01-07,3272.923828125,3289.8781632706923,3242.33231036212,3282.138140704181,1751025.0,,,3323.1918800583853,3330.9060754182233,,3315.790288981601,3326.0317306530183,-10.241441671417306,,
2020-01-08,3317.152587890625,3319.364022949219,3248.966673583984,3272.1867416992186,2021798.0,,,3322.6167093757417,3330.3667229661605,,3315.999873429143,3325.3740163743223,-9.374142945179301,,
2020-01-09,3281.032958984375,3343.69029475469,3281.032958984375,3343.69029475469,4425431.0,,,3318.656352195612,3328.4320655551105,,3310.6203481299476,3322.0894936046966,-11.469145474748984,,
2020-01-10,3308.30712890625,3328.5786186667046,3268.132721926439,3300.9356780842663,2754703.0,,,3317.670711882339,3327.6428523531945,,3310.2644682493788,3321.0685777011076,-10.804109451728891,,
2020-01-13,3357.6953125,3362.8553272502745,3270.1593479864164,3325.629506551866,1783742.0,,,3321.4825786078304,3328.8213802020887,,3317.561521211013,3323.781669167692,-6.220147956679284,,
2020-01-14,3350.324462890625,3384.0621686112104,3344.42730211986,3364.3302197211906,2101291.0,,,3324.2294247300015,3329.664638346737,,3322.601973777107,3325.7478020360577,-3.145828258950587,,
2020-01-15,3334.10693359375,3376.861344858052,3309.044002852608,3351.061269095111,2074884.0,,,3325.1701398598825,3329.8388460034826,,3324.3719675950524,3326.366996966257,-1.9950293712045095,,
