Price,Close,High,Low,Open,Volume
Ticker,BP.L,BP.L,BP.L,BP.L,BP.L
Date,,,,,
2020-01-02,373.8193054199219,376.0893396706393,369.3491775653289,369.3491775653289,25049010
2020-01-03,384.0810852050781,384.78077625295856,377.14967882851136,377.9784089245887,42354025
2020-01-06,391.89404296875,395.2602320646833,384.11991009384826,388.7066437450861,47220192
2020-01-07,387.7738037109375,392.98248310550997,387.6571964431015,392.59377639620675,46243068
2020-01-08,384.2754211425781,390.1985480616545,382.7983404774545,389.8728069233107,37974090
2020-01-09,382.5262145996094,386.4132811994419,380.746714371417,383.4979812495675,34183235
2020-01-10,385.01397705078125,388.31798392097977,383.8867181580982,387.151863849145,37061310
2020-01-13,386.4521789550781,388.3179662401061,383.4591328286934,385.7525116887892,36032723
2020-01-14,385.519287109375,387.2723580622888,383.4591464148984,385.4415410270833,35181698
2020-01-15,384.97509765625,388.47810776163186,384.23654548912367,386.25782492962037,43772276
2020-01-16,387.03521728515625,390.3392238198471,384.9595133291688,385.98570458212373,35327489
2020-01-17,385.9080505371094,388.62899774397323,384.3750029069028,386.56885674658884,39732046
2020-01-20,383.65350341796875,388.7844364761121,382.56512942982283,388.395729785719,45101558
2020-01-21,381.2046203613281,382.6428397262279,378.6002810343103,382.4873475747036,38216582
2020-01-22,373.54718017578125,382.25422071245316,373.3139656197966,381.71002178211984,33169974
2020-01-23,374.829833984375,375.6072473178383,369.8543933951643,373.15840006238335,37661510
2020-01-24,377.900634765625,380.6215814948419,375.9182164851891,378.60030203675484,31085412
2020-01-27,370.7873840332031,375.25751172714155,369.0382036312272,373.85815317069427,39427588
2020-01-28,374.5189514160156,375.37411100592715,371.1371979660064,372.61427886233884,26093707
2020-01-29,371.52587890625,376.6684849540433,371.44813281715363,374.907632121351,34009086
2020-01-30,363.1297607421875,367.83310176348266,360.71666679851154,366.9390812046544,35934538
2020-01-31,355.044677734375,366.35603220977595,352.9067910742649,365.85071828961344,43566411
2020-02-03,351.9350280761719,357.88223537492166,351.9350280761719,356.83272262225466,44600994
2020-02-04,366.58929443359375,368.7271813719664,360.8753246872178,364.6068996715582,65869448
2020-02-05,376.5013122558594,377.2010033182133,362.3524021550378,363.51852229259435,65155193
2020-02-06,369.2713623046875,380.8937020397657,369.2713623046875,379.7664431280839,38847936
2020-02-07,365.3842468261719,368.49389999064994,362.15798641298005,368.49389999064994,49500009
2020-02-10,361.1863098144531,365.85079072365886,360.68099579424455,364.645785587248,41008815
2020-02-11,365.15106201171875,370.3208560729597,364.4513710130169,364.95670867314,28570777
2020-02-12,368.96038818359375,371.6424500609577,362.23187645103934,367.4055614518675,41400821
2020-02-13,363.8234558105469,371.77306162128855,360.97582753191006,368.8067871934591,36758980
2020-02-14,361.3713073730469,369.6768752327904,361.3713073730469,365.919594534335,26586551
2020-02-17,364.6539611816406,367.3433781932381,362.9533021992776,365.00992372800516,19270109
2020-02-18,361.885498046875,365.0495242593067,355.9529488985656,362.9137969100736,40009436
2020-02-19,366.07781982421875,367.38299993677083,362.2414573878936,366.2360307892566,35014591
2020-02-20,368.7672119140625,371.4321031471947,365.60318615466116,369.40000741010243,31502740
2020-02-21,358.7610168457031,365.9196407216806,357.6536124858781,363.704807862426,47553079
2020-02-24,346.6585998535156,352.7493595809416,344.3678481112666,350.45542141113003,45302395
2020-02-25,339.1044921875,364.89128447024797,337.56201987493705,349.1502601346975,37704379
2020-02-26,338.86712646484375,340.3700337505006,333.56739823230635,336.61275346655896,33684707
2020-02-27,327.5953674316406,338.8672110986665,321.5837126479725,330.917604694606,55665519
2020-02-28,313.3571472167969,318.2613960312303,304.73518320138066,315.29512234659643,98822262
2020-03-02,325.3013610839844,328.26763489326083,313.3967251852608,327.9907778431421,106087217
2020-03-03,328.22821044921875,337.0479295370611,324.25022053725553,331.43177764170287,59586142
2020-03-04,334.3188781738281,336.9292139965357,327.76854899120144,330.9175600243748,70620620
2020-03-05,329.6123962402344,336.91653258708436,328.2676756240064,334.912124953295,51140821
2020-03-06,312.60577392578125,329.21691018506453,312.40802230364693,326.1319655680872,77589311
2020-03-09,251.69827270507812,270.959261266586,223.10336901492397,223.10336901492397,191281040
2020-03-10,260.1620788574219,274.8510779438337,252.3232001646163,264.07757137809426,130002839
2020-03-11,250.86773681640625,268.84336651857404,249.87897857249828,266.0155082851551,88601053
2020-03-12,217.52674865722656,242.79941147524187,217.52674865722656,241.25693941983312,105806073
2020-03-13,218.5550994873047,240.29908929292932,213.76951952926277,226.74202208443134,110398693
2020-03-16,205.14755249023438,211.5151455283647,197.4352386683429,211.31739389190597,107047231
2020-03-17,205.3848114013672,211.8710736783517,183.5530415281757,211.35692433508345,116194090
2020-03-18,184.85821533203125,199.33363659388044,184.23727233715914,198.30532573717397,91609058
2020-03-19,190.434814453125,197.59342567622662,176.3153436314837,179.47936962447434,98803395
2020-03-20,199.0963134765625,210.44724836034393,190.39524285758853,201.98349415110212,153885720
2020-03-23,203.20956420898438,206.53180115153228,184.46271264795575,189.36695051437232,134318776
2020-03-24,247.07090759277344,247.07090759277344,210.76371076579852,212.78076786856192,126295787
2020-03-25,268.4676208496094,276.2590402707055,249.16706567007083,257.0771312468985,178690767
2020-03-26,266.5691833496094,274.4397074693333,253.2407193542085,257.55171431941244,95566207
2020-03-27,241.6525115966797,266.56921901172194,234.57299300862715,251.8564917101569,123141219
2020-03-30,255.9697265625,266.5692095937984,232.83278478024897,233.38647488614703,104068283
2020-03-31,272.26446533203125,272.26446533203125,233.9006474927076,258.58003747465426,100648303
2020-04-01,263.9588623046875,271.8689268131935,256.0883384628835,258.659109428148,98816506
2020-04-02,279.5020751953125,293.22603904650686,267.4392293679381,270.24729201945564,116974900
2020-04-03,266.80645751953125,277.2082113208532,263.64243181926,272.85767598298025,67864089
2020-04-06,265.6595458984375,273.99676142001937,260.00385408007503,269.85187081956127,53379724
2020-04-07,269.7332763671875,279.5417543162545,264.3544406291982,274.4793164205691,73849489
2020-04-08,265.2640686035156,267.1229389446995,257.7099410764931,261.42768175886084,52426608
2020-04-09,265.5804748535156,274.43975872636304,259.8061361357747,271.4734838769195,69119866
2020-04-14,253.9921875,269.4563546465233,251.8169196633503,268.9422052585084,48510435
2020-04-15,237.06459045410156,255.8509894996763,235.9619178569557,255.8509894996763,60341731
2020-04-16,230.93431091308594,241.968834886387,226.5718993554206,240.0704244958877,58831991
2020-04-17,240.1100311279297,242.14372038331229,229.26693118608583,234.92894782665172,59875765
2020-04-20,239.12124633789062,243.7882038247722,229.80241861522555,239.002600195255,52881997
2020-04-21,231.883544921875,236.07350393152305,224.64584045349443,229.47098481228215,70002282
2020-04-22,245.80532836914062,247.82238576829744,227.4539635462367,230.42023862711935,99410955
2020-04-23,251.22366333007812,253.11891176971525,245.84480477259308,248.89018455401887,53804834
2020-04-24,244.10458374023438,251.81689626257742,241.96885677051475,247.9409696690122,43291171
2020-04-27,248.37600708007812,252.29149837619298,239.51672583412093,249.1670134720529,53181566
2020-04-28,254.78318786621094,256.83980950847325,241.33607792628254,253.12206945747593,52945033
2020-04-29,263.8006591796875,266.76693345831967,254.78319020056608,256.2860976738193,52522424
2020-04-30,247.6641845703125,271.46873383256167,247.03136477261052,264.35442955334236,87428249
2020-05-01,236.39236450195312,243.1159216618302,235.72000395804352,242.87860516065706,40986238
2020-05-04,237.77651977539062,244.06500593644975,231.88351265994152,236.90640794001175,59716305
2020-05-05,252.25196838378906,257.7099084136948,246.47367168650806,249.36479948256962,48917047
2020-05-06,248.1387176513672,256.32561459009776,247.26860578234084,250.90724005488758,63840067
2020-05-07,256.7054138183594,260.97164822350476,250.13378303925148,252.11413794216074,46496909
2020-05-11,255.0395965576172,261.1472127082948,250.1663297202682,257.8431075376969,56458130
2020-05-12,254.55198669433594,259.9558786587583,252.3172924775461,253.77999149981503,35352156
2020-05-13,245.1256103515625,253.45492431457134,245.1256103515625,252.6829539974431,59171969
2020-05-14,240.9000701904297,245.85700891973562,232.48948798722492,242.97223147569184,60945466
2020-05-15,240.9407501220703,248.8621228722601,236.55262674914098,245.61329418008685,47468935
2020-05-18,260.6872253417969,262.27183659795963,240.94066476001558,248.21358850629673,67572886
2020-05-19,255.28329467773438,262.3124176563726,251.38274805348158,261.6623348186873,59902056
2020-05-20,258.8587951660156,259.58528392709565,248.86362912408848,252.03282629842607,61404998
2020-05-21,253.45494079589844,262.39371733745935,253.45494079589844,257.030446452708,64059043
2020-05-22,251.9109344482422,254.6478341830849,246.38515612836025,249.47308669551725,73861677
2020-05-26,251.8704071044922,259.996569297906,250.6108370850657,259.3871071334,69474707
2020-05-27,259.5901794433594,263.97830068616884,252.27663577231985,254.59257142889211,75607988
2020-05-28,255.12078857421875,261.68264752065875,253.90186464371428,260.07772605234703,66114039
2020-05-29,248.45738220214844,252.03288822087595,246.1008003806514,251.0171180565172,96047742
2020-06-01,252.72357177734375,255.68961516797086,247.8072549791174,255.56772772982188,39914640
2020-06-02,267.025634765625,267.5944511121824,254.83639420845168,255.64901024559657,73028772
2020-06-03,275.72064208984375,279.92187837983096,268.788233945084,270.35739548860204,60652866
2020-06-04,273.2015075683594,279.90558953029284,270.76365958220174,276.28943843119686,32301146
2020-06-05,294.3701477050781,294.89834314832314,277.1020576050563,277.1020576050563,60922787
2020-06-08,297.2143249511719,305.9857078907134,294.37423577970907,295.79224684135767,51565372
2020-06-09,286.89410400390625,300.570446845738,285.5378673747317,298.0675753718389,49034192
2020-06-10,279.9056701660156,290.6728352067025,276.53329297438614,288.56002805022354,49532219
2020-06-11,260.7684631347656,273.8109644988394,260.7684631347656,270.8855420097621,43293350
2020-06-12,262.515625,268.6102458385613,253.5768477701101,256.5835373034306,37997750
2020-06-15,256.7866516113281,291.52598501760747,248.6198708705333,253.25176711192742,62503839
2020-06-16,261.3779602050781,269.6260085529692,258.94011193679063,261.7842682497927,55470516
2020-06-17,257.3961181640625,266.82246872988526,256.05530672302234,262.35308072703646,38005133
2020-06-18,255.85215759277344,257.35550218216076,251.01708237803206,255.08016245795835,33988764
2020-06-19,261.2154541015625,264.8722265352807,256.5429115473671,257.43676941412696,95409968
2020-06-22,256.3397521972656,259.1432627920888,252.8048672916345,258.53380073246535,58369094
2020-06-23,261.2154541015625,264.9575353539926,255.6498472510139,258.04623148641326,31617628
2020-06-24,249.75753784179688,262.4343526697062,249.75753784179688,259.9152380566164,32548193
2020-06-25,250.7733154296875,253.08927610835877,245.08500313775906,247.92915928372327,36205019
